TransactionID,isFraud
3664345,0.0015832644
3664346,0.004808468
3664347,0.002673409
3664348,0.0030190975
3664349,0.0052477308
3664350,0.007079555
3664351,0.0040802513
3664352,0.009126215
3664353,0.029099511
3664354,0.014893234
3664355,0.0024326837
3664356,0.009307607
3664357,0.0046983925
3664358,0.026458632
3664359,0.010461586
3664360,0.20971721
3664361,0.002690391
3664362,0.0032744263
3664363,0.0045892913
3664364,0.008137477
3664365,0.06843443
3664366,0.0041211983
3664367,0.0034815047
3664368,0.014046314
3664369,0.010011175
3664370,0.0068312595
3664371,0.005995037
3664372,0.010699909
3664373,0.014031279
3664374,0.009337502
3664375,0.015552486
3664376,0.0059155254
3664377,0.026036484
3664378,0.006500016
3664379,0.0045964895
3664380,0.0018840726
3664381,0.004122361
3664382,0.019064499
3664383,0.0038595926
3664384,0.0056882906
3664385,0.0027814156
3664386,0.05350514
3664387,0.015314967
3664388,0.007780017
3664389,0.0068790494
3664390,0.028400455
3664391,0.024184436
3664392,0.0019780423
3664393,0.0032429674
3664394,0.019106938
3664395,0.0057425257
3664396,0.0014619366
3664397,0.006154987
3664398,0.01233175
3664399,0.008704428
3664400,0.008835713
3664401,0.0067387884
3664402,0.0028578506
3664403,0.0015974856
3664404,0.006677098
3664405,0.02134823
3664406,0.0031291547
3664407,0.0045097903
3664408,0.004592693
3664409,0.028268622
3664410,0.003713396
3664411,0.012059499
3664412,0.012852914
3664413,0.0040646926
3664414,0.004070702
3664415,0.0076375855
3664416,0.007970111
3664417,0.008580966
3664418,0.0032101157
3664419,0.006532243
3664420,0.014504575
3664421,0.009599355
3664422,0.009543323
3664423,0.0039719474
3664424,0.084466666
3664425,0.007030385
3664426,0.008787615
3664427,0.0060693594
3664428,0.008922589
3664429,0.011986359
3664430,0.006386463
3664431,0.0037492549
3664432,0.016143676
3664433,0.011318732
3664434,0.012728651
3664435,0.0066699954
3664436,0.0025458122
3664437,0.0057669817
3664438,0.009397778
3664439,0.0077756527
3664440,0.007816573
3664441,0.0018472782
3664442,0.008093286
3664443,0.004359428
3664444,0.008093286
3664445,0.010092225
3664446,0.0034615279
3664447,0.0089422725
3664448,0.009453237
3664449,0.005747954
3664450,0.015024568
3664451,0.019899895
3664452,0.005747954
3664453,0.0027364553
3664454,0.046174962
3664455,0.0077241748
3664456,0.021315774
3664457,0.008093286
3664458,0.00527779
3664459,0.0076553547
3664460,0.0015709776
3664461,0.0012952301
3664462,0.0071495553
3664463,0.0015079733
3664464,0.006256108
3664465,0.0021956312
3664466,0.0047810795
3664467,0.010166241
3664468,0.0046224743
3664469,0.0055909134
3664470,0.014551064
3664471,0.010055435
3664472,0.02162657
3664473,0.006705737
3664474,0.029915983
3664475,0.009721606
3664476,0.0054357294
3664477,0.013166298
3664478,0.014728081
3664479,0.057788096
3664480,0.016503787
3664481,0.03538884
3664482,0.012289535
3664483,0.011716126
3664484,0.005204754
3664485,0.06414521
3664486,0.0073632845
3664487,0.004527093
3664488,0.002103265
3664489,0.007772718
3664490,0.014244491
3664491,0.008899137
3664492,0.015548239
3664493,0.0054192096
3664494,0.005296142
3664495,0.0028267174
3664496,0.008522682
3664497,0.0028005687
3664498,0.014200988
3664499,0.011904231
3664500,0.012139322
3664501,0.026514083
3664502,0.007969248
3664503,0.020611458
3664504,0.011355851
3664505,0.0124666905
3664506,0.005657314
3664507,0.010052616
3664508,0.008065119
3664509,0.0041574556
3664510,0.071356595
3664511,0.0069086747
3664512,0.0051729237
3664513,0.0051729237
3664514,0.0051729237
3664515,0.011720903
3664516,0.04203842
3664517,0.0051729237
3664518,0.0051729237
3664519,0.0075386385
3664520,0.026021749
3664521,0.114644326
3664522,0.012690549
3664523,0.006160584
3664524,0.009916666
3664525,0.009948608
3664526,0.011319548
3664527,0.015539112
3664528,0.0035029224
3664529,0.0019608084
3664530,0.011554772
3664531,0.0062700333
3664532,0.008516886
3664533,0.022118853
3664534,0.033290196
3664535,0.008893558
3664536,0.022418767
3664537,0.0025910225
3664538,0.055783723
3664539,0.006796765
3664540,0.003252374
3664541,0.0026139736
3664542,0.009948881
3664543,0.00123068
3664544,0.030240962
3664545,0.004682065
3664546,0.00432743
3664547,0.0037878284
3664548,0.014130323
3664549,0.018304503
3664550,0.01220197
3664551,0.008871846
3664552,0.013701072
3664553,0.009996469
3664554,0.08519116
3664555,0.05818565
3664556,0.05310746
3664557,0.054315183
3664558,0.007310311
3664559,0.0057823407
3664560,0.02186985
3664561,0.009485995
3664562,0.0087649245
3664563,0.007911938
3664564,0.009095152
3664565,0.01834685
3664566,0.0041941544
3664567,0.0106185675
3664568,0.012450897
3664569,0.010890245
3664570,0.0016368104
3664571,0.052758362
3664572,0.0076532657
3664573,0.013496676
3664574,0.0024498482
3664575,0.0013943253
3664576,0.027128382
3664577,0.0051719737
3664578,0.014847195
3664579,0.00472613
3664580,0.008763347
3664581,0.023407944
3664582,0.010592235
3664583,0.013581837
3664584,0.0038474659
3664585,0.39094684
3664586,0.0351918
3664587,0.0026767165
3664588,0.02938723
3664589,0.025472851
3664590,0.0090275025
3664591,0.03598754
3664592,0.0020592092
3664593,0.16203983
3664594,0.0122346
3664595,0.010013353
3664596,0.0036262136
3664597,0.023134433
3664598,0.06027719
3664599,0.024265291
3664600,0.004590335
3664601,0.011279913
3664602,0.015192294
3664603,0.064826444
3664604,0.011066805
3664605,0.013822774
3664606,0.027945414
3664607,0.012965358
3664608,0.0024663308
3664609,0.14293821
3664610,0.0130144125
3664611,0.006184409
3664612,0.010869596
3664613,0.0060433075
3664614,0.0040855682
3664615,0.0053884024
3664616,0.004587538
3664617,0.01974062
3664618,0.045185886
3664619,0.027537754
3664620,0.008156187
3664621,0.05462163
3664622,0.010316033
3664623,0.013517161
3664624,0.012202366
3664625,0.005753049
3664626,0.008042137
3664627,0.013081855
3664628,0.06713945
3664629,0.090058096
3664630,0.005216697
3664631,0.004146086
3664632,0.0037896696
3664633,0.008835713
3664634,0.017005712
3664635,0.0034491066
3664636,0.0057548364
3664637,0.005321238
3664638,0.0046991417
3664639,0.004777988
3664640,0.0029827594
3664641,0.007835067
3664642,0.0029041616
3664643,0.015012147
3664644,0.01267768
3664645,0.0074304757
3664646,0.008385532
3664647,0.004707693
3664648,0.0064227353
3664649,0.14197238
3664650,0.011286951
3664651,0.025068833
3664652,0.0033576088
3664653,0.043851376
3664654,0.009809808
3664655,0.10064152
3664656,0.005656413
3664657,0.0073040533
3664658,0.007198186
3664659,0.0029954223
3664660,0.8453703
3664661,0.044162195
3664662,0.010923044
3664663,0.049653728
3664664,0.02096151
3664665,0.0056974483
3664666,0.0053070905
3664667,0.0017040814
3664668,0.011881643
3664669,0.013772781
3664670,0.007951622
3664671,0.0019568158
3664672,0.0076641124
3664673,0.002246343
3664674,0.010737285
3664675,0.0099931285
3664676,0.008416773
3664677,0.0146201765
3664678,0.0026047344
3664679,0.008080919
3664680,0.009840239
3664681,0.008550048
3664682,0.0068985736
3664683,0.0089140665
3664684,0.039007038
3664685,0.005866948
3664686,0.0019160787
3664687,0.012866261
3664688,0.016205486
3664689,0.01910146
3664690,0.012043319
3664691,0.004280799
3664692,0.0074037747
3664693,0.020317081
3664694,0.009409927
3664695,0.003350304
3664696,0.009616503
3664697,0.0030904382
3664698,0.005758985
3664699,0.0033633774
3664700,0.00951005
3664701,0.003962323
3664702,0.009024316
3664703,0.0021271443
3664704,0.020525953
3664705,0.004160813
3664706,0.011546367
3664707,0.006878235
3664708,0.12288263
3664709,0.014233347
3664710,0.001614913
3664711,0.048807625
3664712,0.039450247
3664713,0.02223758
3664714,0.0112887705
3664715,0.0036551843
3664716,0.005692
3664717,0.010356597
3664718,0.004210653
3664719,0.003574851
3664720,0.0046756826
3664721,0.005813609
3664722,0.0029759915
3664723,0.027303057
3664724,0.0024968917
3664725,0.006670293
3664726,0.0045808665
3664727,0.008371261
3664728,0.0045598545
3664729,0.016436756
3664730,0.028341558
3664731,0.010862396
3664732,0.011377955
3664733,0.015466951
3664734,0.0029286013
3664735,0.0026359616
3664736,0.0029309858
3664737,0.026392275
3664738,0.00636967
3664739,0.010100146
3664740,0.016009396
3664741,0.009266472
3664742,0.0031375536
3664743,0.011486775
3664744,0.0042701317
3664745,0.015091577
3664746,0.014349732
3664747,0.024787415
3664748,0.0013741232
3664749,0.00600365
3664750,0.0066118618
3664751,0.0030289695
3664752,0.008194762
3664753,0.01527295
3664754,0.0040375753
3664755,0.002083056
3664756,0.006072147
3664757,0.030326251
3664758,0.02318245
3664759,0.008559274
3664760,0.012025579
3664761,0.014379525
3664762,0.008419472
3664763,0.0021172161
3664764,0.08203054
3664765,0.012403576
3664766,0.002832756
3664767,0.016243495
3664768,0.009327234
3664769,0.02820411
3664770,0.006086394
3664771,0.006255611
3664772,0.00208135
3664773,0.013352736
3664774,0.0050897347
3664775,0.06633414
3664776,0.0041419636
3664777,0.0068101436
3664778,0.0028239256
3664779,0.008367265
3664780,0.0019289182
3664781,0.007380944
3664782,0.00277964
3664783,0.0008657438
3664784,0.005849048
3664785,0.016585873
3664786,0.036700446
3664787,0.015587847
3664788,0.082609646
3664789,0.007294963
3664790,0.00786753
3664791,0.004699137
3664792,0.010208742
3664793,0.0011849959
3664794,0.0032891317
3664795,0.0065151034
3664796,0.002023371
3664797,0.013762809
3664798,0.0029435807
3664799,0.020250069
3664800,0.0043714647
3664801,0.01479793
3664802,0.010304175
3664803,0.010892223
3664804,0.006362229
3664805,0.009696678
3664806,0.0036374156
3664807,0.004485586
3664808,0.012688189
3664809,0.009565912
3664810,0.006469209
3664811,0.010386305
3664812,0.009707651
3664813,0.005044079
3664814,0.007804615
3664815,0.11134503
3664816,0.037523236
3664817,0.017216489
3664818,0.005467991
3664819,0.016276866
3664820,0.006983287
3664821,0.15994571
3664822,0.02369
3664823,0.0030929497
3664824,0.0022984073
3664825,0.008562746
3664826,0.021281486
3664827,0.00383124
3664828,0.005034248
3664829,0.3289914
3664830,0.0063007153
3664831,0.038976297
3664832,0.0032774922
3664833,0.002124202
3664834,0.17571513
3664835,0.016882805
3664836,0.016051749
3664837,0.012697601
3664838,0.008079655
3664839,0.009200116
3664840,0.0088624675
3664841,0.0061625466
3664842,0.008506943
3664843,0.011118872
3664844,0.009373094
3664845,0.009320508
3664846,0.018560171
3664847,0.006830709
3664848,0.07397007
3664849,0.002570566
3664850,0.009021038
3664851,0.041678157
3664852,0.00442973
3664853,0.024358936
3664854,0.012559773
3664855,0.0704434
3664856,0.0056816223
3664857,0.0056884713
3664858,0.0014993929
3664859,0.008884655
3664860,0.003381269
3664861,0.008575199
3664862,0.0042237747
3664863,0.00535371
3664864,0.015759261
3664865,0.013293432
3664866,0.06427662
3664867,0.013949833
3664868,0.0028452885
3664869,0.0017505809
3664870,0.0034728928
3664871,0.020873396
3664872,0.0054029524
3664873,0.006015365
3664874,0.026597733
3664875,0.009914058
3664876,0.0031702362
3664877,0.0047765393
3664878,0.014552932
3664879,0.009192508
3664880,0.0028516988
3664881,0.0044366857
3664882,0.018028276
3664883,0.04398484
3664884,0.0069661797
3664885,0.15890394
3664886,0.034642417
3664887,0.38038772
3664888,0.008626087
3664889,0.003042988
3664890,0.010082327
3664891,0.010918968
3664892,0.007799905
3664893,0.015464636
3664894,0.0019657388
3664895,0.004685757
3664896,0.0045592505
3664897,0.007805774
3664898,0.007140304
3664899,0.0024551887
3664900,0.014736616
3664901,0.0057394067
3664902,0.0034876063
3664903,0.006232886
3664904,0.0144501
3664905,0.0030025898
